Day ,Items ,Note ,Amount 
48,Rental Expense,Cash Payment - Rental - New York,2680
48,Rental Expense,Cash Payment - Rental - Chicago,1480
47,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
47,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
47,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
47,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
47,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2900
47,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,2600
47,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2000
47,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
47,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
47,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
47,Salary Expense,Cash Payment - Salary Expense,24188
47,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7257,163
47,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7262,275
47,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7287,131
47,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
47,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 334,15000
47,Depreciation Expense,Non-Cash Expense - Depreciation,15000
47,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,2181
47,Rental Expense,Cash Payment - Rental - Detroit,1800
47,Rental Expense,Cash Payment - Rental - Los Angeles,1080
47,Rental Expense,Cash Payment - Rental - New York,2680
47,Rental Expense,Cash Payment - Rental - Chicago,1480
46,Human Resource Expense,Counselled,2000
46,Human Resource Expense,Counselled,2000
46,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
46,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
46,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
46,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
46,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2900
46,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,2600
46,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2000
46,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
46,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
46,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
46,Salary Expense,Cash Payment - Salary Expense,24188
46,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7074,287
46,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7080,229
46,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7085,342
46,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 7103,206
46,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
46,Depreciation Expense,Non-Cash Expense - Depreciation,15000
46,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,2328
46,Rental Expense,Cash Payment - Rental - Detroit,1800
46,Rental Expense,Cash Payment - Rental - Los Angeles,1080
46,Rental Expense,Cash Payment - Rental - New York,2680
46,Rental Expense,Cash Payment - Rental - Chicago,1480
45,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
45,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
45,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
45,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
45,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2900
45,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,2600
45,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2000
45,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
45,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
45,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
45,Salary Expense,Cash Payment - Salary Expense,24152
45,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6904,103
45,Depreciation Expense,Non-Cash Expense - Depreciation,15000
45,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,2370
45,Rental Expense,Cash Payment - Rental - Detroit,1800
45,Rental Expense,Cash Payment - Rental - Los Angeles,1080
45,Rental Expense,Cash Payment - Rental - New York,2680
45,Rental Expense,Cash Payment - Rental - Chicago,1480
44,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
44,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
44,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
44,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
44,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
44,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
44,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
44,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
44,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
44,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
44,Salary Expense,Cash Payment - Salary Expense,24152
44,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6733,225
44,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6747,261
44,Depreciation Expense,Non-Cash Expense - Depreciation,15000
44,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,384
44,Rental Expense,Cash Payment - Rental - Detroit,1800
44,Rental Expense,Cash Payment - Rental - Los Angeles,1080
44,Rental Expense,Cash Payment - Rental - New York,2680
44,Rental Expense,Cash Payment - Rental - Chicago,1480
43,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
43,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
43,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
43,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
43,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
43,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
43,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
43,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
43,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
43,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
43,Salary Expense,Cash Payment - Salary Expense,24152
43,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6590,255
43,Depreciation Expense,Non-Cash Expense - Depreciation,15000
43,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,228
43,Rental Expense,Cash Payment - Rental - Detroit,1800
43,Rental Expense,Cash Payment - Rental - Los Angeles,1080
43,Rental Expense,Cash Payment - Rental - New York,2680
43,Rental Expense,Cash Payment - Rental - Chicago,1480
42,Human Resource Expense,Counselled,2000
42,Human Resource Expense,Counselled,2000
42,Human Resource Expense,Counselled,2000
42,Human Resource Expense,Counselled,2000
42,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
42,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
42,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
42,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
42,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
42,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
42,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
42,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
42,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
42,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
42,Salary Expense,Cash Payment - Salary Expense,24112
42,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6360,192
42,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
42,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 334,15000
42,Depreciation Expense,Non-Cash Expense - Depreciation,15000
42,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,882
42,Rental Expense,Cash Payment - Rental - Detroit,1800
42,Rental Expense,Cash Payment - Rental - Los Angeles,1080
42,Rental Expense,Cash Payment - Rental - New York,2680
42,Rental Expense,Cash Payment - Rental - Chicago,1480
41,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
41,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
41,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
41,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
41,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
41,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
41,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
41,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
41,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
41,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
41,Salary Expense,Cash Payment - Salary Expense,23952
41,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6092,274
41,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6173,181
41,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6223,236
41,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6232,196
41,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
41,Depreciation Expense,Non-Cash Expense - Depreciation,15000
41,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,858
41,Rental Expense,Cash Payment - Rental - Detroit,1800
41,Rental Expense,Cash Payment - Rental - Los Angeles,1080
41,Rental Expense,Cash Payment - Rental - New York,2680
41,Rental Expense,Cash Payment - Rental - Chicago,1480
40,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
40,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
40,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
40,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
40,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
40,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
40,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
40,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
40,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
40,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
40,Salary Expense,Cash Payment - Salary Expense,23232
40,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5952,227
40,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6082,200
40,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 6089,155
40,Depreciation Expense,Non-Cash Expense - Depreciation,15000
40,Rental Expense,Cash Payment - Rental - Detroit,1800
40,Rental Expense,Cash Payment - Rental - Los Angeles,1080
40,Rental Expense,Cash Payment - Rental - New York,2680
40,Rental Expense,Cash Payment - Rental - Chicago,1480
39,Human Resource Expense,Counselled,2000
39,Human Resource Expense,Counselled,2000
39,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
39,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
39,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
39,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
39,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
39,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
39,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
39,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
39,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
39,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
39,Salary Expense,Cash Payment - Salary Expense,23122
39,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5902,141
39,Depreciation Expense,Non-Cash Expense - Depreciation,15000
39,Rental Expense,Cash Payment - Rental - Detroit,1800
39,Rental Expense,Cash Payment - Rental - Los Angeles,1080
39,Rental Expense,Cash Payment - Rental - New York,2680
39,Rental Expense,Cash Payment - Rental - Chicago,1480
38,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
38,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
38,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
38,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
38,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
38,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
38,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
38,Salary Expense,Cash Payment - Salary Expense,23122
38,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5646,262
38,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5736,115
38,Depreciation Expense,Non-Cash Expense - Depreciation,15000
38,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,537
38,Rental Expense,Cash Payment - Rental - Detroit,1800
38,Rental Expense,Cash Payment - Rental - Los Angeles,1080
38,Rental Expense,Cash Payment - Rental - New York,2680
38,Rental Expense,Cash Payment - Rental - Chicago,1480
37,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
37,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
37,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
37,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
37,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
37,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
37,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
37,Salary Expense,Cash Payment - Salary Expense,23046
37,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5526,141
37,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
37,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 334,15000
37,Penalty Expense,Cash Payment - Late penalty - SRV SO ID: 1933,3300
37,Depreciation Expense,Non-Cash Expense - Depreciation,15000
37,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,93
37,Rental Expense,Cash Payment - Rental - Detroit,1800
37,Rental Expense,Cash Payment - Rental - Los Angeles,1080
37,Rental Expense,Cash Payment - Rental - New York,2680
37,Rental Expense,Cash Payment - Rental - Chicago,1480
36,Human Resource Expense,Cash Payment - Staff Recruiting - Production,30000
36,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
36,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
36,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
36,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
36,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
36,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
36,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
36,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
36,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
36,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
36,Salary Expense,Cash Payment - Salary Expense,23046
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5183,156
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5364,70
36,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
36,Depreciation Expense,Non-Cash Expense - Depreciation,15000
36,Rental Expense,Cash Payment - Rental - Detroit,1800
36,Rental Expense,Cash Payment - Rental - Los Angeles,1080
36,Rental Expense,Cash Payment - Rental - New York,2680
36,Rental Expense,Cash Payment - Rental - Chicago,1480
35,Human Resource Expense,Counselled,2000
35,Human Resource Expense,Counselled,2000
35,Human Resource Expense,Counselled,2000
35,Human Resource Expense,Counselled,2000
35,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
35,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
35,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
35,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
35,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
35,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
35,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
35,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
35,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
35,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
35,Salary Expense,Cash Payment - Salary Expense,22346
35,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5173,301
35,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5182,203
35,Depreciation Expense,Non-Cash Expense - Depreciation,10000
35,Rental Expense,Cash Payment - Rental - Detroit,1800
35,Rental Expense,Cash Payment - Rental - Los Angeles,1080
35,Rental Expense,Cash Payment - Rental - New York,2680
35,Rental Expense,Cash Payment - Rental - Chicago,1480
34,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
34,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
34,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
34,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
34,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
34,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
34,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
34,Marketing Expense,Cash Payment - Marketing - Chicago - Sparkling Wine,2200
34,Marketing Expense,Cash Payment - Marketing - Chicago - Red Wine,2700
34,Marketing Expense,Cash Payment - Marketing - Chicago - White Wine,3000
34,Salary Expense,Cash Payment - Salary Expense,22346
34,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4834,127
34,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5020,119
34,Depreciation Expense,Non-Cash Expense - Depreciation,10000
34,Rental Expense,Cash Payment - Rental - Detroit,1800
34,Rental Expense,Cash Payment - Rental - Los Angeles,1080
34,Rental Expense,Cash Payment - Rental - New York,2680
34,Rental Expense,Cash Payment - Rental - Chicago,1480
33,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
33,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
33,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
33,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
33,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
33,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
33,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
33,Salary Expense,Cash Payment - Salary Expense,22346
33,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4813,166
33,Depreciation Expense,Non-Cash Expense - Depreciation,10000
33,Rental Expense,Cash Payment - Rental - Detroit,1800
33,Rental Expense,Cash Payment - Rental - Los Angeles,1080
33,Rental Expense,Cash Payment - Rental - New York,2680
33,Rental Expense,Cash Payment - Rental - Chicago,1480
32,Human Resource Expense,Counselled,2000
32,Human Resource Expense,Counselled,2000
32,Human Resource Expense,Counselled,2000
32,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
32,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
32,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
32,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
32,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
32,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
32,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
32,Salary Expense,Cash Payment - Salary Expense,22308
32,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4631,106
32,Penalty Expense,Cash Payment - Late penalty - SRV SO ID: 1300,3300
32,Depreciation Expense,Non-Cash Expense - Depreciation,10000
32,Rental Expense,Cash Payment - Rental - Detroit,1800
32,Rental Expense,Cash Payment - Rental - Los Angeles,1080
32,Rental Expense,Cash Payment - Rental - New York,2680
32,Rental Expense,Cash Payment - Rental - Chicago,1480
31,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
31,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
31,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
31,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
31,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
31,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
31,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
31,Salary Expense,Cash Payment - Salary Expense,22156
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4447,108
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4463,209
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4467,298
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4481,266
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4482,106
31,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
31,Depreciation Expense,Non-Cash Expense - Depreciation,10000
31,Rental Expense,Cash Payment - Rental - Detroit,1800
31,Rental Expense,Cash Payment - Rental - Los Angeles,1080
31,Rental Expense,Cash Payment - Rental - New York,2680
31,Rental Expense,Cash Payment - Rental - Chicago,1480
30,Human Resource Expense,Cash Payment - Staff Recruiting - Chicago,60000
30,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
30,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
30,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
30,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
30,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
30,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
30,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
30,Salary Expense,Cash Payment - Salary Expense,21472
30,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4305,146
30,Penalty Expense,Cash Payment - Late penalty - SRV SO ID: 1320,4400
30,Depreciation Expense,Non-Cash Expense - Depreciation,10000
30,Rental Expense,Cash Payment - Rental - Detroit,1800
30,Rental Expense,Cash Payment - Rental - Los Angeles,1080
30,Rental Expense,Cash Payment - Rental - New York,2680
30,Rental Expense,Cash Payment - Rental - Chicago,1480
29,Human Resource Expense,Counselled,2000
29,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
29,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
29,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
29,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
29,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,2100
29,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,3000
29,Marketing Expense,Cash Payment - Marketing - New York - White Wine,2500
29,Salary Expense,Cash Payment - Salary Expense,20036
29,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4094,109
29,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4124,103
29,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4128,210
29,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4140,236
29,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4151,119
29,Depreciation Expense,Non-Cash Expense - Depreciation,10000
29,Rental Expense,Cash Payment - Rental - Detroit,1800
29,Rental Expense,Cash Payment - Rental - Los Angeles,1080
29,Rental Expense,Cash Payment - Rental - New York,2680
28,Human Resource Expense,Counselled,2000
28,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
28,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
28,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
28,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
28,Salary Expense,Cash Payment - Salary Expense,20036
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3947,182
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3956,158
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3960,157
28,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
28,Depreciation Expense,Non-Cash Expense - Depreciation,10000
28,Rental Expense,Cash Payment - Rental - Detroit,1800
28,Rental Expense,Cash Payment - Rental - Los Angeles,1080
28,Rental Expense,Cash Payment - Rental - New York,2680
27,Human Resource Expense,Counselled,2000
27,Human Resource Expense,Counselled,2000
27,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
27,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2800
27,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2500
27,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2000
27,Salary Expense,Cash Payment - Salary Expense,19964
27,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3767,158
27,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3769,240
27,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3791,269
27,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3797,233
27,Depreciation Expense,Non-Cash Expense - Depreciation,10000
27,Rental Expense,Cash Payment - Rental - Detroit,1800
27,Rental Expense,Cash Payment - Rental - Los Angeles,1080
27,Rental Expense,Cash Payment - Rental - New York,2680
26,Human Resource Expense,Counselled,2000
26,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
26,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
26,Salary Expense,Cash Payment - Salary Expense,19964
26,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3586,99
26,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3590,326
26,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3604,126
26,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3609,203
26,Depreciation Expense,Non-Cash Expense - Depreciation,10000
26,Rental Expense,Cash Payment - Rental - Detroit,1800
26,Rental Expense,Cash Payment - Rental - Los Angeles,1080
26,Rental Expense,Cash Payment - Rental - New York,2680
25,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
25,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
25,Salary Expense,Cash Payment - Salary Expense,19964
25,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3271,109
25,Depreciation Expense,Non-Cash Expense - Depreciation,10000
25,Rental Expense,Cash Payment - Rental - Detroit,1800
25,Rental Expense,Cash Payment - Rental - Los Angeles,1080
25,Rental Expense,Cash Payment - Rental - New York,2680
24,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
24,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
24,Salary Expense,Cash Payment - Salary Expense,19964
24,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3070,189
